time,area,y_true,y_hat,model
2025-01-30 05:00:00+01:00,SE1,1483.040634,1480.5804956391933,Ridge
2025-01-30 05:00:00+01:00,SE2,2199.8060299999997,2205.1097200138406,HGB
2025-01-30 05:00:00+01:00,SE4,2567.224435,2587.432605118944,HGB
2025-01-30 05:00:00+01:00,SE3,10091.554139,10053.492711492509,HGB
2025-01-30 06:00:00+01:00,SE4,2892.96772,2876.084925711885,HGB
2025-01-30 06:00:00+01:00,SE2,2297.478309,2344.3122068469233,HGB
2025-01-30 06:00:00+01:00,SE1,1524.177801,1490.3227070493763,Ridge
2025-01-30 06:00:00+01:00,SE3,11052.928494,11088.24641433949,HGB
2025-01-30 07:00:00+01:00,SE2,2409.355516,2394.996106941034,HGB
2025-01-30 07:00:00+01:00,SE4,3185.834797,3195.3399317885264,HGB
2025-01-30 07:00:00+01:00,SE1,1568.152958,1528.6548116884737,Ridge
2025-01-30 07:00:00+01:00,SE3,12075.008536000001,11944.798879616641,HGB
2025-01-30 08:00:00+01:00,SE2,2385.233119,2418.3257756837115,HGB
2025-01-30 08:00:00+01:00,SE4,3229.662033,3253.8999332060885,HGB
2025-01-30 08:00:00+01:00,SE1,1586.986548,1569.128722879182,Ridge
2025-01-30 08:00:00+01:00,SE3,12227.558604,12223.548218001988,HGB
2025-01-30 09:00:00+01:00,SE2,2363.446747,2379.80484344194,HGB
2025-01-30 09:00:00+01:00,SE4,3227.687521,3212.6802051970612,HGB
2025-01-30 09:00:00+01:00,SE3,12165.282038,12223.755881876972,HGB
2025-01-30 09:00:00+01:00,SE1,1583.010854,1588.9790724832883,Ridge
2025-01-30 10:00:00+01:00,SE4,3253.046321,3209.6895545251086,HGB
2025-01-30 10:00:00+01:00,SE3,12031.506364,12101.416966202587,HGB
2025-01-30 10:00:00+01:00,SE2,2298.292675,2348.0399253838127,HGB
2025-01-30 10:00:00+01:00,SE1,1549.114308,1586.3598706957534,Ridge
2025-01-30 11:00:00+01:00,SE1,1538.127066,1555.3044943012667,Ridge
2025-01-30 11:00:00+01:00,SE3,11959.505282,11932.217960854721,HGB
2025-01-30 11:00:00+01:00,SE2,2309.117642,2296.066522999518,HGB
2025-01-30 11:00:00+01:00,SE4,3265.983934,3233.623689957402,HGB
2025-01-30 12:00:00+01:00,SE3,11906.623295,11798.034056265888,HGB
2025-01-30 12:00:00+01:00,SE4,3238.5157090000002,3211.376888417461,HGB
2025-01-30 12:00:00+01:00,SE2,2309.828087,2294.976505429284,HGB
2025-01-30 12:00:00+01:00,SE1,1548.719959,1542.6327175103806,Ridge
2025-01-30 13:00:00+01:00,SE1,1538.631441,1550.86249510171,Ridge
2025-01-30 13:00:00+01:00,SE2,2313.0196100000003,2302.531119172628,HGB
2025-01-30 13:00:00+01:00,SE3,11892.691339,11791.66407140953,HGB
2025-01-30 13:00:00+01:00,SE4,3234.651459,3218.137093957626,HGB
2025-01-30 14:00:00+01:00,SE3,11909.944648,11899.198599070436,HGB
2025-01-30 14:00:00+01:00,SE4,3251.330832,3226.281544244868,HGB
2025-01-30 14:00:00+01:00,SE1,1537.682244,1539.0820593609171,Ridge
2025-01-30 14:00:00+01:00,SE2,2295.363819,2340.0079705214553,HGB
2025-01-30 15:00:00+01:00,SE4,3282.334205,3286.173891031046,HGB
2025-01-30 15:00:00+01:00,SE1,1581.821841,1537.509775899189,Ridge
2025-01-30 15:00:00+01:00,SE2,2284.553672,2335.4682238039086,HGB
2025-01-30 15:00:00+01:00,SE3,12010.950539,12063.517972401089,HGB
2025-01-30 16:00:00+01:00,SE1,1597.493978,1574.3206663144408,Ridge
2025-01-30 16:00:00+01:00,SE2,2301.264043,2306.406778523381,HGB
2025-01-30 16:00:00+01:00,SE4,3311.4910099999997,3335.2118994912535,HGB
2025-01-30 16:00:00+01:00,SE3,12262.694945,12249.086640192156,HGB
2025-01-30 17:00:00+01:00,SE1,1600.305774,1584.7657201551983,Ridge
2025-01-30 17:00:00+01:00,SE4,3380.0404310000004,3412.591111966467,HGB
2025-01-30 17:00:00+01:00,SE3,12383.427144,12493.777046333807,HGB
2025-01-30 17:00:00+01:00,SE2,2339.409193,2315.023271555913,HGB
2025-01-30 18:00:00+01:00,SE4,3307.110224,3338.5893865808143,HGB
2025-01-30 18:00:00+01:00,SE1,1582.682312,1583.727972807009,Ridge
2025-01-30 18:00:00+01:00,SE2,2241.619743,2299.725604600732,HGB
2025-01-30 18:00:00+01:00,SE3,12191.92761,12233.538887944846,HGB
2025-01-30 19:00:00+01:00,SE3,11941.116569,11925.542858191417,HGB
2025-01-30 19:00:00+01:00,SE4,3232.158778,3229.990776714075,HGB
2025-01-30 19:00:00+01:00,SE1,1554.661393,1563.5276528838021,Ridge
2025-01-30 19:00:00+01:00,SE2,2276.065893,2198.999479082431,HGB
2025-01-30 20:00:00+01:00,SE1,1538.481526,1535.515441259748,Ridge
2025-01-30 20:00:00+01:00,SE3,11568.083103,11591.726037345026,HGB
2025-01-30 20:00:00+01:00,SE4,3115.244466,3129.7468500619693,HGB
2025-01-30 20:00:00+01:00,SE2,2238.033977,2232.4038285255306,HGB
2025-01-30 21:00:00+01:00,SE3,11067.448675,11153.127323736237,HGB
2025-01-30 21:00:00+01:00,SE2,2228.628628,2189.1637611020915,HGB
2025-01-30 21:00:00+01:00,SE4,3003.848081,2997.9387734249885,HGB
2025-01-30 21:00:00+01:00,SE1,1509.957674,1523.4927306506988,Ridge
2025-01-30 22:00:00+01:00,SE4,2851.298692,2880.6039324552708,HGB
2025-01-30 22:00:00+01:00,SE1,1488.82284,1495.9496952691227,Ridge
2025-01-30 22:00:00+01:00,SE2,2200.500436,2182.650472706414,HGB
2025-01-30 22:00:00+01:00,SE3,10614.811449,10618.116486950787,HGB
2025-01-30 23:00:00+01:00,SE3,10188.339007,10194.380794033146,HGB
2025-01-30 23:00:00+01:00,SE2,2180.48513,2134.814327624436,HGB
2025-01-30 23:00:00+01:00,SE1,1446.2579719999999,1476.4602990232495,Ridge
2025-01-30 23:00:00+01:00,SE4,2703.095751,2743.789136391071,HGB
2025-01-31 00:00:00+01:00,SE1,1432.757412,1441.120413483309,Ridge
2025-01-31 00:00:00+01:00,SE3,9860.188297,9918.819623526993,HGB
2025-01-31 00:00:00+01:00,SE4,2638.9606209999997,2633.907969532552,HGB
2025-01-31 00:00:00+01:00,SE2,2085.940276,2127.509922459142,HGB
2025-01-31 01:00:00+01:00,SE3,9635.921782,9733.155812006096,HGB
2025-01-31 01:00:00+01:00,SE1,1433.507244,1424.9884240048268,Ridge
2025-01-31 01:00:00+01:00,SE4,2618.445232,2593.463363702687,HGB
2025-01-31 01:00:00+01:00,SE2,2079.223881,2061.204610324859,HGB
2025-01-31 02:00:00+01:00,SE2,2037.1456230000001,2059.7110667536813,HGB
2025-01-31 02:00:00+01:00,SE4,2599.656738,2592.2573173326477,HGB
2025-01-31 02:00:00+01:00,SE1,1406.715064,1433.7863501677123,Ridge
2025-01-31 02:00:00+01:00,SE3,9453.59631,9544.749354211623,HGB
2025-01-31 03:00:00+01:00,SE4,2593.955947,2587.420158212347,HGB
2025-01-31 03:00:00+01:00,SE2,2028.326234,2038.8179083463963,HGB
2025-01-31 03:00:00+01:00,SE1,1410.929891,1414.9110157256246,Ridge
2025-01-31 03:00:00+01:00,SE3,9411.081745,9386.202569137991,HGB
2025-01-31 04:00:00+01:00,SE4,2649.249378,2626.241474442961,HGB
2025-01-31 04:00:00+01:00,SE3,9469.951323000001,9514.948623589957,HGB
2025-01-31 04:00:00+01:00,SE2,2047.315323,2059.3369746372655,HGB
2025-01-31 04:00:00+01:00,SE1,1431.933926,1423.6920305409665,Ridge
2025-01-31 05:00:00+01:00,SE4,2774.488254,2776.9585620241073,HGB
2025-01-31 05:00:00+01:00,SE2,2145.967929,2133.189379364738,HGB
2025-01-31 05:00:00+01:00,SE3,9854.325427,9877.545639797941,HGB
2025-01-31 05:00:00+01:00,SE1,1451.779941,1446.498859643632,Ridge
2025-01-31 06:00:00+01:00,SE1,1520.348172,1470.7883225108644,Ridge
2025-01-31 06:00:00+01:00,SE2,2291.5300239999997,2294.889224316832,HGB
2025-01-31 06:00:00+01:00,SE3,10844.033995,10806.448602936935,HGB
2025-01-31 06:00:00+01:00,SE4,3067.338877,3063.3433272173397,HGB
2025-01-31 07:00:00+01:00,SE3,11771.48128,11714.006947489357,HGB
2025-01-31 07:00:00+01:00,SE1,1565.507449,1534.8446437475989,Ridge
2025-01-31 07:00:00+01:00,SE4,3336.767201,3358.9401616442897,HGB
2025-01-31 07:00:00+01:00,SE2,2411.894958,2370.0039060561,HGB
2025-01-31 08:00:00+01:00,SE1,1597.145097,1577.952753205479,Ridge
2025-01-31 08:00:00+01:00,SE2,2440.101713,2419.2436223656596,HGB
2025-01-31 08:00:00+01:00,SE4,3345.37601,3377.351371213038,HGB
2025-01-31 08:00:00+01:00,SE3,12001.797462,12039.587768632959,HGB
2025-01-31 09:00:00+01:00,SE1,1604.563095,1606.2880757397131,Ridge
2025-01-31 09:00:00+01:00,SE2,2478.213103,2425.557480259629,HGB
2025-01-31 09:00:00+01:00,SE4,3326.202951,3312.6078471987894,HGB
2025-01-31 09:00:00+01:00,SE3,12060.807811,12011.22602090785,HGB
2025-01-31 10:00:00+01:00,SE1,1591.286016,1610.436944288864,Ridge
2025-01-31 10:00:00+01:00,SE3,12004.133754999999,12019.081291685547,HGB
2025-01-31 10:00:00+01:00,SE2,2391.332442,2436.390332047924,HGB
2025-01-31 10:00:00+01:00,SE4,3353.212192,3296.125842021552,HGB
2025-01-31 11:00:00+01:00,SE2,2338.624327,2373.4610676966954,HGB
2025-01-31 11:00:00+01:00,SE1,1585.813923,1596.8138302021375,Ridge
2025-01-31 11:00:00+01:00,SE4,3307.365885,3309.296052428236,HGB
2025-01-31 11:00:00+01:00,SE3,11869.86162,11889.398793241699,HGB
2025-01-31 12:00:00+01:00,SE4,3239.435523,3238.2353516271023,HGB
2025-01-31 12:00:00+01:00,SE2,2293.055407,2317.944090190224,HGB
2025-01-31 12:00:00+01:00,SE3,11726.294408,11776.150374149558,HGB
2025-01-31 12:00:00+01:00,SE1,1591.211497,1590.7469283353967,Ridge
2025-01-31 13:00:00+01:00,SE4,3262.516037,3199.5392738893493,HGB
2025-01-31 13:00:00+01:00,SE1,1548.26771,1592.4156971668929,Ridge
2025-01-31 13:00:00+01:00,SE3,11617.61786,11612.879456793504,HGB
2025-01-31 13:00:00+01:00,SE2,2277.158403,2266.2835247653393,HGB
2025-01-31 14:00:00+01:00,SE4,3194.077132,3223.232604542926,HGB
2025-01-31 14:00:00+01:00,SE1,1540.233914,1550.5765953344946,Ridge
2025-01-31 14:00:00+01:00,SE3,11513.471672,11626.699012895773,HGB
2025-01-31 14:00:00+01:00,SE2,2261.551705,2289.290237176616,HGB
2025-01-31 15:00:00+01:00,SE4,3187.2123730000003,3226.91040265049,HGB
2025-01-31 15:00:00+01:00,SE3,11700.545030000001,11590.059282700597,HGB
2025-01-31 15:00:00+01:00,SE2,2292.8330960000003,2289.45130204958,HGB
2025-01-31 15:00:00+01:00,SE1,1543.017522,1543.0397720862352,Ridge
2025-01-31 16:00:00+01:00,SE1,1562.588256,1542.7406780788663,Ridge
2025-01-31 16:00:00+01:00,SE3,12076.438831,11965.128517754574,HGB
2025-01-31 16:00:00+01:00,SE2,2319.6123390000002,2305.197549033241,HGB
2025-01-31 16:00:00+01:00,SE4,3217.9089989999998,3265.486454684666,HGB
2025-01-31 17:00:00+01:00,SE1,1576.4729419999999,1557.2629606695036,Ridge
2025-01-31 17:00:00+01:00,SE3,12457.415912,12321.081475226798,HGB
2025-01-31 17:00:00+01:00,SE4,3339.161336,3306.575428058255,HGB
2025-01-31 17:00:00+01:00,SE2,2346.42391,2321.4017404642327,HGB
2025-01-31 18:00:00+01:00,SE3,12350.062555,12205.067920149617,HGB
2025-01-31 18:00:00+01:00,SE2,2310.435656,2292.969615131465,HGB
2025-01-31 18:00:00+01:00,SE4,3286.745288,3293.441047661959,HGB
2025-01-31 18:00:00+01:00,SE1,1573.449751,1565.2603094237936,Ridge
2025-01-31 19:00:00+01:00,SE2,2245.52673,2248.046398590062,HGB
2025-01-31 19:00:00+01:00,SE4,3195.303897,3170.7057073905407,HGB
2025-01-31 19:00:00+01:00,SE1,1528.141413,1557.7746386324866,Ridge
2025-01-31 19:00:00+01:00,SE3,12045.818779,12006.698794965405,HGB
2025-01-31 20:00:00+01:00,SE1,1499.323856,1514.0133242296954,Ridge
2025-01-31 20:00:00+01:00,SE2,2239.489984,2187.0559640239985,HGB
2025-01-31 20:00:00+01:00,SE4,3120.890131,3079.5807463563447,HGB
2025-01-31 20:00:00+01:00,SE3,11680.691339,11669.04891432349,HGB
2025-01-31 21:00:00+01:00,SE4,3020.272378,2997.090751008752,HGB
2025-01-31 21:00:00+01:00,SE3,11311.676317,11271.262407193775,HGB
2025-01-31 21:00:00+01:00,SE2,2193.4499939999996,2173.2962929266787,HGB
2025-01-31 21:00:00+01:00,SE1,1459.3181180000001,1487.8019688112581,Ridge
2025-01-31 22:00:00+01:00,SE4,2950.290601,2901.747988778687,HGB
2025-01-31 22:00:00+01:00,SE3,10967.847432,10873.888682720382,HGB
2025-01-31 22:00:00+01:00,SE2,2157.394563,2129.634174583743,HGB
2025-01-31 22:00:00+01:00,SE1,1426.886065,1450.2534636915336,Ridge
2025-01-31 23:00:00+01:00,SE2,2093.544812,2087.038218130814,HGB
2025-01-31 23:00:00+01:00,SE3,10774.110395,10547.368075483959,HGB
2025-01-31 23:00:00+01:00,SE4,2871.261283,2851.770179782944,HGB
2025-01-31 23:00:00+01:00,SE1,1407.856573,1418.3763658166486,Ridge
2025-02-01 00:00:00+01:00,SE2,2067.99353,2045.7737115518366,HGB
2025-02-01 00:00:00+01:00,SE3,10582.270726,10466.076388743579,HGB
2025-02-01 00:00:00+01:00,SE4,2814.556798,2801.8960500204244,HGB
2025-02-01 00:00:00+01:00,SE1,1397.4120010000001,1398.1165379351141,Ridge
2025-02-01 01:00:00+01:00,SE3,10485.336033,10380.609820392257,HGB
2025-02-01 01:00:00+01:00,SE1,1378.395169,1390.5347936713906,Ridge
2025-02-01 01:00:00+01:00,SE4,2768.392779,2769.0217965229463,HGB
